ability_id,name,tactic,technique_id,platform,executors_sources,requirements_sources
620b674a-7655-436c-b645-bc3e8ea51abd,Copy Sandcat File using PsExec on CMD,lateral-movement,T1570,darwin,[],[]
e1aac34d578a19d68451a09a37e667ae,Copy a sensitive File over Administive share with Powershell,collection,T1039,darwin,[],[]
47f3e8652525a485114b19e100bba352,Copy a sensitive File over Administive share with copy,collection,T1039,darwin,[],[]
fe79f112d59b556ca99033eedcadbf77,Copy and Delete Mailbox Data on Linux,defense-evasion,T1070.008,darwin,[],[]
9d03b18c922b94ebba44d25c430e6e95,Copy and Delete Mailbox Data on Windows,defense-evasion,T1070.008,darwin,[],[]
90ac777137516d90df82cb4a18864f93,Copy and Delete Mailbox Data on macOS,defense-evasion,T1070.008,darwin,[],[]
ca1f1ab85939ac18903d5abc4367fec1,Copy and Execute File with PsExec,lateral-movement,T1021.002,darwin,[],[]
bab3a50e36d534d94b648d47a9d67e11,Copy and Modify Mailbox Data on Linux,defense-evasion,T1070.008,darwin,[],[]
bdc2a80d621d3361ea727008644b1d15,Copy and Modify Mailbox Data on Windows,defense-evasion,T1070.008,darwin,[],[]
71f3968aa7bf30baa94c3e1ac1e2ebf1,Copy and Modify Mailbox Data on macOS,defense-evasion,T1070.008,darwin,[],[]
13370afb983bcc3344af451d8877f047,Copy in loginwindow.plist for Re-Opened Applications,multiple,T1547.007,darwin,[],[]
1d6526136ce6998ddb48511587e8ffe6,Copy the users GnuPG directory with rsync,credential-access,T1552.004,darwin,[],[]
107a14acdd84a7d6e7c891177b0db3aa,Crafting Active Directory golden tickets with Rubeus,credential-access,T1558.001,darwin,[],[]
e91bbca3e82c76d7780b4326b1882b19,Crafting Active Directory golden tickets with mimikatz,credential-access,T1558.001,darwin,[],[]
790523f56191466c7103452ccdbabd33,Crafting Active Directory silver tickets with mimikatz,credential-access,T1558.002,darwin,[],[]
1532b3faf25ad1e6f4fba4ada643b253,Create ADS PowerShell,defense-evasion,T1564.004,darwin,[],[]
53be764b84e99052c6c0099ab4968be5,Create ADS command prompt,defense-evasion,T1564.004,darwin,[],[]
94ada6941f651b12c2a7fbba310a4bde,Create Hidden User in Registry,defense-evasion,T1564.002,darwin,[],[]
8c47e4a4fe7c3e255b062ca1339d11ed,Create Hidden User using IsHidden option,defense-evasion,T1564.002,darwin,[],[]
e7fed022d1e3befe9ac5dbb086f75363,Create Hidden User using UniqueID < 500,defense-evasion,T1564.002,darwin,[],[]
6f0815bd32e08646588c398d0e79ebb3,Create Mini Dump of LSASS.exe using ProcDump,credential-access,T1003.001,darwin,[],[]
6f6518545b5dd35eecbed18dfa828e8c,Create Symbolic Link From osk.exe to cmd.exe,multiple,T1546.008,darwin,[],[]
f7ea25ca809e576a3b5b5b1e4dd94ea4,Create Symlink to Volume Shadow Copy,credential-access,T1003.003,darwin,[],[]
7e8dd75577f0fa81b5a9b81ed6eae063,Create Systemd Service,multiple,T1543.002,darwin,[],[]
ec2e99e253e94b51fe6f07f83f29a7ef,Create Systemd Service and Timer,multiple,T1053.006,darwin,[],[]
b74a2618d5277373529a8eae0e301f80,"Create Systemd Service file,  Enable the service , Modify and Reload the service.",multiple,T1543.002,darwin,[],[]
053d6505f7c4cf792b0ab2f262dff95a,Create Volume Shadow Copy remotely (WMI) with esentutl,credential-access,T1003.003,darwin,[],[]
be6f8d1c9a01d720483c8a5daca1c472,Create Volume Shadow Copy remotely with WMI,credential-access,T1003.003,darwin,[],[]
6dc5c587fd22d65b81a443b7ce065ab1,Create Volume Shadow Copy with Powershell,credential-access,T1003.003,darwin,[],[]
cf60378dd1bbaccd4e7391c0317da202,Create Volume Shadow Copy with WMI,credential-access,T1003.003,darwin,[],[]
6b55240dbd6e02df957284328938fcf6,Create Volume Shadow Copy with vssadmin,credential-access,T1003.003,darwin,[],[]
20277ce46ffe7d08083f8b5ca524b317,Create Windows Hidden File with Attrib,defense-evasion,T1564.001,darwin,[],[]
84457d914b35ebe7b506e70b66067f6b,Create Windows System File with Attrib,defense-evasion,T1564.001,darwin,[],[]
dedfa0a54c9c13ce5714a0dc2e1f5d1a,"Create a Hidden User Called ""$""",defense-evasion,T1564,darwin,[],[]
28004c307d9958351c450cb0384efaf9,Create a Process using WMI Query and an Encoded Command,execution,T1047,darwin,[],[]
80cda763aa992b775038ce134c892070,Create a Process using obfuscated Win32_Process,execution,T1047,darwin,[],[]
379509c4b83f252bc779446f0512e936,Create a hidden file in a hidden directory,defense-evasion,T1564.001,darwin,[],[]
8a95e17c084e9a8bf41c69c73beeb0af,Create a new Domain Account using PowerShell,persistence,T1136.002,darwin,[],[]
5ceb5fd63b2cea41b66395f610aed024,Create a new Windows admin user,persistence,T1136.001,darwin,[],[]
c6bf167afe0b85a1e88127fc0d093e4d,Create a new Windows domain admin user,persistence,T1136.002,darwin,[],[]
b563c36cff8c0a66194dd5a4f1daa1be,Create a new account similar to ANONYMOUS LOGON,persistence,T1136.002,darwin,[],[]
c13fdd68cb4b40650f00e5451ffde021,Create a new time provider,multiple,T1547.003,darwin,[],[]
cbaeea20cd3e11d2bf3512f91b155410,Create a new user in Linux with `root` UID and GID.,persistence,T1136.001,darwin,[],[]
f39aace719f4cdcf8569001f7a25aabf,Create a new user in PowerShell,persistence,T1136.001,darwin,[],[]
c93df79781db0a1ed7cc34323f2ecec0,Create a new user in a command prompt,persistence,T1136.001,darwin,[],[]
6de55cdb0e4e9cc25ea32b66d93d3039,Create a system level transient systemd service and timer,multiple,T1053.006,darwin,[],[]
d9eaee9a1d1851fa44d69442f0bb3fe0,Create a user account on a Linux system,persistence,T1136.001,darwin,[],[]
45c73c8b658b660da5cc7bb6207bc08f,Create a user account on a MacOS system,persistence,T1136.001,darwin,[],[]
f0e294c25efe6c5a459c2e353f586b10,Create a user level transient systemd service and timer,multiple,T1053.006,darwin,[],[]
83a5ad479c9e313e60f34380e193102a,"Create an ""Administrator "" user (with a space on the end)",defense-evasion,T1564,darwin,[],[]
8a84968196ec3b64b747b15008cafc2f,Create and Execute Bash Shell Script,execution,T1059.004,darwin,[],[]
d4aa13cd6322080455d334e6fc2d5972,Create and Execute Batch Script,execution,T1059.003,darwin,[],[]
91531bc5832f6753d924bae901932cb5,Create and Hide a Service with sc.exe,defense-evasion,T1564,darwin,[],[]
5b0527d3382ac91860501cccc9595348,Create and start Hyper-V virtual machine,defense-evasion,T1564.006,darwin,[],[]
e572cf6ff4a756e5549353ca96bed1d6,Create and start VirtualBox virtual machine,defense-evasion,T1564.006,darwin,[],[]
07315b5d93b5ea5a78b34a54be41222f,Create local account (Linux),multiple,T1078.003,darwin,[],[]
c74f43a6ba27a277e8214be228a6360f,Create local account with admin privileges,multiple,T1078.003,darwin,[],[]
d7264e14d130acb7e172b05ec2e1ae47,Create local account with admin privileges - MacOS,multiple,T1078.003,darwin,[],[]
bbc5f212082c3b0472a1f50748d9be2a,Create local account with admin privileges using sysadminctl utility - MacOS,multiple,T1078.003,darwin,[],[]
2883ed253a0b6fa034cd76ec72c89d3b,Create registry persistence via AppCert DLL,multiple,T1546.009,darwin,[],[]
501af516bd8b24fee0c7c650ae5cc861,Create shortcut to cmd in startup folders,multiple,T1547.009,darwin,[],[]
6469befa-748a-4b9c-a96d-f191fde47d89,Create staging directory,collection,T1074.001,darwin,['host.dir.staged'],[]
cf0d29048615fe0d040e55067b684b49,Create/Append to .bash_logout,multiple,T1546.004,darwin,[],[]
ded1bca3c653f7ee376b7f9f72146597,CreateCronjob,multiple,T1053.007,darwin,[],[]
17864bace5099482c4b06b3ab032fb71,Creating GCP Service Account and Service Account Key,multiple,T1078.004,darwin,[],[]
1f0614ea5c4af6faf1b44570f5f22f8a,Creating W32Time similar named service using sc,defense-evasion,T1036.004,darwin,[],[]
7de3d7b4922a7b996d8df36fb22bb118,Creating W32Time similar named service using schtasks,defense-evasion,T1036.004,darwin,[],[]
44df0e5fd9ba43087400e0348aa5ac1c,Credential Dumping with NPPSpy,credential-access,T1003,darwin,[],[]
3aad5312-d48b-4206-9de4-39866c12e60f,Credentials in Registry - HKCU,credential-access,T1552.002,darwin,[],[]
98e58fc4-3843-4511-89b1-50cb872e0c9b,Credentials in Registry - HKLM,credential-access,T1552.002,darwin,[],[]
4c1562d00577b20d261d16ac889434bd,Cron - Add script to /var/spool/cron/crontabs/ folder,multiple,T1053.003,darwin,[],[]
d9a63c6a2dac4621d430d0570c995a09,Cron - Add script to all cron subfolders,multiple,T1053.003,darwin,[],[]
074cad3a55b99b8e434702ffcf44f4d1,Cron - Replace crontab with referenced file,multiple,T1053.003,darwin,[],[]
46da2385-cf37-49cb-ba4b-a739c7a19de4,Crypto (Monero) Mining,impact,T1496,darwin,[],[]
04d923d1b722004f912afca5635cd518,Curl Download File,command-and-control,T1105,darwin,[],[]
f8beff0e35ecdb7cfea66d289bc77b5a,Curl Upload File,command-and-control,T1105,darwin,[],[]
bd527b63-9f9e-46e0-9816-b8434d2b8989,Current User,discovery,T1033,darwin,[],[]
db2ffa8a52a76704b0cf6944e8383b36,DCShadow (Active Directory),defense-evasion,T1207,darwin,[],[]
31cf0ec60219bc8a36865f2eaddf1fbd,DCSync (Active Directory),credential-access,T1003.006,darwin,[],[]
63bbedafba2f541552ac3579e9e3737b,DLL Search Order Hijacking - amsi.dll,multiple,T1574.001,darwin,[],[]
db9cadf506caece270e0cf2aeff67693,DLL Side-Loading using the Notepad++ GUP.exe binary,multiple,T1574.002,darwin,[],[]
c3b299c5e0884f167a3c2c2be447067c,DLL Side-Loading using the dotnet startup hook environment variable,multiple,T1574.002,darwin,[],[]
290cb263b74af11c6be2e7345072f05b,DLP Evasion via Sensitive Data in VBA Macro over HTTP,defense-evasion,T1027,darwin,[],[]
98ada74a54f1ac18e4201c372c0ef8ad,DLP Evasion via Sensitive Data in VBA Macro over email,defense-evasion,T1027,darwin,[],[]
bda00f459bb9118c4c88de426055e180,DNS C2,command-and-control,T1071.004,darwin,[],[]
920b95f39d124c8a9e7342d88bd54516,DNS Large Query Volume,command-and-control,T1071.004,darwin,[],[]
d9acc651d3e778f0c04700a00f52d52c,DNS Long Domain Query,command-and-control,T1071.004,darwin,[],[]
f58b975c94224c4d5f8a28c0744109c3,DNS Regular Beaconing,command-and-control,T1071.004,darwin,[],[]
7a5ceaef032a7b9696c9e032574e2476,DNS Server Discovery Using nslookup,discovery,T1016,darwin,[],[]
69b202bf0bb7b4ff43d4abb8867c1784,DNS over HTTPS Large Query Volume,command-and-control,T1572,darwin,[],[]
a546abab3fca70dd49036e96d8e8dee3,DNS over HTTPS Long Domain Query,command-and-control,T1572,darwin,[],[]
51e07e3ad45919d52901a7a06646ae91,DNS over HTTPS Regular Beaconing,command-and-control,T1572,darwin,[],[]
976ba17d4fcab66c2a917b81f54ab654,DNSExfiltration (doh),exfiltration,T1048,darwin,[],[]
3f92476875c5ba5acad424dbf15bce4d,Data Compressed - nix - gzip Single File,collection,T1560.001,darwin,[],[]
b87adfc0c92e77845da477f44a4d1944,Data Compressed - nix - tar Folder or File,collection,T1560.001,darwin,[],[]
c6c8a02a5633bdc9f887b94140a95934,Data Compressed - nix - zip,collection,T1560.001,darwin,[],[]
2edd8c0ae5c3fe1e732a58e60bdc4f08,Data Encrypted with GPG4Win,impact,T1486,darwin,[],[]
4f7a9fbe6ef84e7fb32a3e85b7762210,Data Encrypted with zip and gpg symmetric,collection,T1560.001,darwin,[],[]
bbb0df644aaeee17fa4c4ca0d3a8a29e,Data Transfer Size Limits,exfiltration,T1030,darwin,[],[]
5f844ac9-5f24-4196-a70d-17f0bd44a934,Deadman - Delete agent file,defense-evasion,T1070.004,darwin,[],[]
86ab6d7ecc05b7dabc7699a9e6a0a173,Decode base64 Data into Script,defense-evasion,T1027,darwin,[],[]
cee5c12d61e0f0e4f6614d23330f2384,Decompile Local CHM File,defense-evasion,T1218.001,darwin,[],[]
86a1f874f775e156551e30fe039517d8,Decrypt Mozilla Passwords with Firepwd.py,credential-access,T1555.003,darwin,[],[]
486d482ab75183d12a011b1adea22a4a,Delete Filesystem - Linux,defense-evasion,T1070.004,darwin,[],[]
2413b013bc82d152765e2ac34601a327,Delete Prefetch File,defense-evasion,T1070.004,darwin,[],[]
6fa417fb183d6c20a67e617c0249f04f,Delete System Logs Using Clear-EventLog,defense-evasion,T1070.001,darwin,[],[]
b0026f9a57639c049490a43d623d7695,Delete TeamViewer Log Files,defense-evasion,T1070.004,darwin,[],[]
8429e707230a826e7213a51acd219a51,Delete User - Windows,impact,T1531,darwin,[],[]
c1bc47341136e6562c6f5c321a893374,Delete User via dscl utility,impact,T1531,darwin,[],[]
0c87d07c3de3863cd0390de213cd6379,Delete User via sysadminctl utility,impact,T1531,darwin,[],[]
c29edb8de0232248355c1911983620b1,Delete Windows Defender Scheduled Tasks,defense-evasion,T1562.001,darwin,[],[]
04858322bc6cd08282f2ce96cab5ee7c,Delete a single file - Windows PowerShell,defense-evasion,T1070.004,darwin,[],[]
77d396b6c029a11722969cb578f591d3,Delete a single file - Windows cmd,defense-evasion,T1070.004,darwin,[],[]
36aa805044ab4f4d7f6f372a46c8bab2,Delete an entire folder - Windows PowerShell,defense-evasion,T1070.004,darwin,[],[]
02e52d5a90c23e35b321e471c78c7823,Delete an entire folder - Windows cmd,defense-evasion,T1070.004,darwin,[],[]
53fc12696bbc0d92d0311e8b40858735,Delete log files using built-in log utility,defense-evasion,T1070.002,darwin,[],[]
e6db40aa05312412b84b482ed2bad92d,Delete log files via cat utility by appending /dev/null or /dev/zero,defense-evasion,T1070.002,darwin,[],[]
4cd4eb44-29a7-4259-91ae-e457b283a880,Delete payload,defense-evasion,T1070.004,darwin,[],[]
dfe7d14833fd57a8e8e48019e063b0a7,Delete system journal logs via rm and journalctl utilities,defense-evasion,T1070.002,darwin,[],[]
6269167cf683e0a2062696a4b038217f,Delete system log files using Applescript,defense-evasion,T1070.002,darwin,[],[]
ec078c0f9c10dc9fddd3fee713750137,Delete system log files using OSAScript,defense-evasion,T1070.002,darwin,[],[]
1a11245acd65695bbb3d7c4920337a6c,Delete system log files using shred utility,defense-evasion,T1070.002,darwin,[],[]
1a48502ebf2881017284650f0efec2ba,Delete system log files using srm utility,defense-evasion,T1070.002,darwin,[],[]
dbf9c5b79204dfba72c1c55c3b32f63c,Delete system log files via unlink utility,defense-evasion,T1070.002,darwin,[],[]
26c0843592bd870dab849c9f682b09da,Deobfuscate/Decode Files Or Information,defense-evasion,T1140,darwin,[],[]
c718b1860b3b1689beda518f39b4e90a,Deploy Docker container,multiple,T1610,darwin,[],[]
d55b419a683d8b328f8f8d01dfc08148,Deploy container using nsenter container escape,privilege-escalation,T1611,darwin,[],[]
2d5466e4b31c7db0860642bce47ef5ca,Detect Virtualization Environment (Linux),multiple,T1497.001,darwin,[],[]
4fc7ed6101b8c04379734b0e4261902d,Detect Virtualization Environment (MacOS),multiple,T1497.001,darwin,[],[]
e9e69b4fedb8e40d634865ce9a3192dc,Detect Virtualization Environment (Windows),multiple,T1497.001,darwin,[],[]
64ccf7cd4358a0540ab51c8015c1b744,Detect Virtualization Environment via WMI Manufacturer/Model Listing (Windows),multiple,T1497.001,darwin,[],[]
c104b41e565e972fb3bf129bdb9a8a89,Detecting pipe-to-shell,execution,T1059.004,darwin,[],[]
21a279cb142da9bc65cd4a19bef7a2d2,Disable .NET Event Tracing for Windows Via Registry (cmd),defense-evasion,T1562.006,darwin,[],[]
8beb34c915b17873e357c030d517be0a,Disable .NET Event Tracing for Windows Via Registry (powershell),defense-evasion,T1562.006,darwin,[],[]
fa93e59e1418d91ce03418913ca80fa7,Disable Administrative Share Creation at Startup,defense-evasion,T1070.005,darwin,[],[]
8b71e899ab6e719d4ce6e0f7c9ac85ca,Disable Arbitrary Security Windows Service,defense-evasion,T1562.001,darwin,[],[]
50fa843f5f6995bbc50ee3c45ec480a2,Disable Bash History Logging with SSH -T,defense-evasion,T1070.003,darwin,[],[]
ac8b270b934f97529a09688fe944b347,Disable Carbon Black Response,defense-evasion,T1562.001,darwin,[],[]
26bd72e1fe309c1cf45fa9a36de63fcd,Disable Cb Response,defense-evasion,T1562.001,darwin,[],[]
4166b6cb546ee537c916c1f864f1294b,Disable Defender Using NirSoft AdvancedRun,defense-evasion,T1562.001,darwin,[],[]
be62caa4ce347cdfc7122ada8ca9d513,Disable Defender with Defender Control,defense-evasion,T1562.001,darwin,[],[]
7b7c4e56566e5c917c5e0bbaaef4f1c5,Disable Event Logging with wevtutil,defense-evasion,T1562.002,darwin,[],[]
b97004a5d9c4283b6085ddf3ff0d6b4c,Disable Hypervisor-Enforced Code Integrity (HVCI),defense-evasion,T1562.001,darwin,[],[]
87820d29cb755efb41e0b9543ab0f649,Disable LittleSnitch,defense-evasion,T1562.001,darwin,[],[]
68158bd952ed22af53a8dbfae9647839,Disable Memory Swap,defense-evasion,T1562.001,darwin,[],[]
5b93df032e230056c21a3e57334f77d1,Disable Microsoft Defender Firewall,defense-evasion,T1562.004,darwin,[],[]
8fe59e288f10a486dc8b44bc872019ff,Disable Microsoft Defender Firewall via Registry,defense-evasion,T1562.004,darwin,[],[]
b66a6eed7d46ab2ca4c3bf1ae3b61f44,Disable Microsoft Office Security Features,defense-evasion,T1562.001,darwin,[],[]
a981a99ef7c8ad9d1960a8bcb413bc51,Disable OpenDNS Umbrella,defense-evasion,T1562.001,darwin,[],[]
efe119524cf6e6b760c6e9ebe83bf107,Disable Powershell ETW Provider - Windows,defense-evasion,T1562.006,darwin,[],[]
5ce7021ba9047ccd38a91c3a99723e2e,Disable SELinux,defense-evasion,T1562.001,darwin,[],[]
c8f329d2847ede593b6cb4a1ec6120fb,Disable System Restore Through Registry,impact,T1490,darwin,[],[]
e7d20e7f0087f8a4234c1d1b7a228bb0,Disable UAC admin consent prompt via ConsentPromptBehaviorAdmin registry key,multiple,T1548.002,darwin,[],[]
3a67bc42e7f567d9faffab9af37afa72,Disable UAC using reg.exe,multiple,T1548.002,darwin,[],[]
609ae2466dfa661ac22a8d3a1c15d16a,Disable Win Defender Notification,defense-evasion,T1112,darwin,[],[]
96030a3a84fc75385362f617843bb1ef,Disable Windows Auto Reboot for current logon user,defense-evasion,T1112,darwin,[],[]
86993ae14d75a6da421c0d98c3facd61,Disable Windows CMD application,defense-evasion,T1112,darwin,[],[]
a713f8a033268f0b923012f527067640,Disable Windows Change Password Feature,defense-evasion,T1112,darwin,[],[]
b007f6e8-4a87-4440-8888-29ceab047d9b,Disable Windows Defender All,defense-evasion,T1562.001,darwin,[],[]
49470433-30ce-4714-a44b-bea9dbbeca9a,Disable Windows Defender Real-Time Protection,defense-evasion,T1562.001,darwin,[],[]
93b4f004682dfb6d1af15e01c2859f93,Disable Windows Defender with DISM,defense-evasion,T1562.001,darwin,[],[]
afae914d4839d5194835d8475604e7b8,Disable Windows Defender with PwSh Disable-WindowsOptionalFeature,defense-evasion,T1562.001,darwin,[],[]
e56b118fad900831f15bd550b5a5914a,Disable Windows Error Reporting Settings,defense-evasion,T1112,darwin,[],[]
bc5d26cf7201f1504b495ca2c1758ebf,Disable Windows IIS HTTP Logging,defense-evasion,T1562.002,darwin,[],[]
7a0717485ca13c441d26bfaaa5c92535,Disable Windows IIS HTTP Logging via PowerShell,defense-evasion,T1562.002,darwin,[],[]
e3f2eac83f7f8148e53b9f2213830e44,Disable Windows Lock Workstation Feature,defense-evasion,T1112,darwin,[],[]
288a78bcbdc978bf78ee6d4f43b98442,Disable Windows LogOff Button,defense-evasion,T1112,darwin,[],[]
a8413387ed0d47a4fbd1bdf21359ebc6,Disable Windows Notification Center,defense-evasion,T1112,darwin,[],[]
cb09dc16561713bc4558c54d42c6d513,Disable Windows OS Auto Update,defense-evasion,T1112,darwin,[],[]
ba862ef17f5b9e438915d1cf33abf60a,Disable Windows Registry Tool,defense-evasion,T1112,darwin,[],[]
ef55deab0893319b07802b4d4bd1f38c,Disable Windows Security Center Notifications,defense-evasion,T1112,darwin,[],[]
f756cf55128c32328f50443164ecaea6,Disable Windows Shutdown Button,defense-evasion,T1112,darwin,[],[]
237eeedec47b5899d497fa1803ae4028,Disable Windows Task Manager application,defense-evasion,T1112,darwin,[],[]
11a7fa65413753907dc69ac37db54798,Disable Windows Toast Notifications,defense-evasion,T1112,darwin,[],[]
b3f5118a34b5aa8eee17a0344e815b77,Disable history collection,defense-evasion,T1562.003,darwin,[],[]
4ac711084ed7c8c6594c680874eaf931,Disable journal logging via sed utility,defense-evasion,T1562,darwin,[],[]
b2c83d7fbfb70861d13c2ba65ea483eb,Disable journal logging via systemctl utility,defense-evasion,T1562,darwin,[],[]
93127a8c6cdb05fd84f871a5faa9d7c7,Disable macOS Gatekeeper,defense-evasion,T1562.001,darwin,[],[]
3a68db58e75f8887944e846f0455f758,Disable syslog,defense-evasion,T1562.001,darwin,[],[]
adaa45fb1e639a778fbac7cba1278bcb,Disable tty_tickets for sudo caching,multiple,T1548.003,darwin,[],[]
0bc2cabb6dbb0a6be7e9436f0107b574,DisallowRun Execution Of Certain Applications,defense-evasion,T1112,darwin,[],[]
6d90e6fa-9324-4eb5-93be-9f737245bd7z,Discover Domain Admins,discovery,T1069.002,darwin,[],[]
ce485320-41a4-42e8-a510-f5a8fe96a644,Discover Mail Server,discovery,T1018,darwin,['target.org.emailhost'],[]
c8d711527846fa2c5816f150c690c2d5,Discover Private SSH Keys,credential-access,T1552.004,darwin,[],[]
eba68ea18bc9ac93808fffbdcf7c3a3f,Discover Specific Process - tasklist,discovery,T1057,darwin,[],[]
c094dbd7b13ef134c59b6c211c4bb5ba,Discover System Language by Environment Variable Query,discovery,T1614.001,darwin,[],[]
4f978da47c3dfb3fbf98ecc3cc99c92b,Discover System Language by Registry Query,discovery,T1614.001,darwin,[],[]
40e77f5ee2d3d426ec1a7eb624df6f2f,Discover System Language by locale file,discovery,T1614.001,darwin,[],[]
f92a238fc446f89dc01f73b6c30264c3,Discover System Language with chcp,discovery,T1614.001,darwin,[],[]
0475abc9998e42d07d67958f96697eec,Discover System Language with locale,discovery,T1614.001,darwin,[],[]
1d87f5f8838a166e5035179c33e3d615,Discover System Language with localectl,discovery,T1614.001,darwin,[],[]
2dece965-37a0-4f70-a391-0f30e3331aba,Discover antivirus programs,discovery,T1518.001,darwin,['host.installed.av'],[]
26c8b8b5-7b5b-4de1-a128-7d37fb14f517,Discover domain controller,discovery,T1018,darwin,[],[]
05cda6f6-2b1b-462e-bff1-845af94343f7,Discover injectable process,discovery,T1057,darwin,[],[]
13379ae1-d20e-4162-91f8-320d78a35e7f,Discover local hosts,discovery,T1018,darwin,[],[]
c6607391-d02c-44b5-9b13-d3492ca58599,Discover system services,discovery,T1007,darwin,[],[]
5091ad13565a0e0369be0998e2affd1d,DiskShadow Command Execution,defense-evasion,T1218,darwin,[],[]
efc8346315601012db4a1f9afd7436a4,Display group policy information via gpresult,discovery,T1615,darwin,[],[]
2fe2d5e6-7b06-4fc0-bf71-6966a1226731,Disrupt WIFI,impact,T1499,darwin,[],[]
caba55db8a5579c5244fd6cc7e3574df,Do Not Connect To Win Update,defense-evasion,T1112,darwin,[],[]
3e78d2e02cf72b0ed83ba4849ff1f32e,Do reconnaissance for files that have the setgid bit set,multiple,T1548.001,darwin,[],[]
3e1dbbddf490e1869a130a07cb254e5f,Do reconnaissance for files that have the setuid bit set,multiple,T1548.001,darwin,[],[]
2b7b8128c448ccaedfa1618498884296,Docker Exec Into Container,execution,T1609,darwin,[],[]
b3aef1cccb10fc2ecf00bc80646ef8fe,Domain Account and Group Manipulate,persistence,T1098,darwin,[],[]
1afaec09315ab71fdfb167175e8a019a,Download Macro-Enabled Phishing Attachment,initial-access,T1566.001,darwin,[],[]
15d7ca52df3177e60fbd8a9c8ab66719,Download a File with Windows Defender MpCmdRun.exe,command-and-control,T1105,darwin,[],[]
a43fdf7e96a3485431f079491056766c,Download a file using wscript,command-and-control,T1105,darwin,[],[]
04d33ddae0126966ae6d841267c17329,Download a file with IMEWDBLD.exe,command-and-control,T1105,darwin,[],[]
552e8cf1f7fdc83d9ecf2c1bf22cf51a,Download a file with Microsoft Connection Manager Auto-Download,command-and-control,T1105,darwin,[],[]
df3a85f892f81ee118bee2a49141710a,Dump Active Directory Database with NTDSUtil,credential-access,T1003.003,darwin,[],[]
8de14c0ea1b80dbd5de0cf5d28cff16b,Dump Credential Manager using keymgr.dll and rundll32.exe,credential-access,T1003,darwin,[],[]
a8911b689872a0b7060bc920440d2647,Dump LSASS with createdump.exe from .Net v5,credential-access,T1003.001,darwin,[],[]
0501437f74ad9350b96fdaf64d0fb6c7,Dump LSASS.exe Memory using NanoDump,credential-access,T1003.001,darwin,[],[]
0310c8a2dcab1e2bdfadf004c1141da8,Dump LSASS.exe Memory using Out-Minidump.ps1,credential-access,T1003.001,darwin,[],[]
ecb6d616a6566411dc36a6510904b0ba,Dump LSASS.exe Memory using ProcDump,credential-access,T1003.001,darwin,[],[]
35d92515122effdd73801c6ac3021da7,Dump LSASS.exe Memory using comsvcs.dll,credential-access,T1003.001,darwin,[],[]
16dfb3bfff123ed3be652367df062c61,Dump LSASS.exe Memory using direct system calls and API unhooking,credential-access,T1003.001,darwin,[],[]
36fc42ced381416ca7d5d7af0ee0561b,Dump LSASS.exe using imported Microsoft DLLs,credential-access,T1003.001,darwin,[],[]
9d0478981edda6091f911a1305025bde,Dump credentials from Windows Credential Manager With PowerShell [web Credentials],credential-access,T1555,darwin,[],[]
d74777514cba5a4fd4f297261ed0d8ef,Dump credentials from Windows Credential Manager With PowerShell [windows Credentials],credential-access,T1555,darwin,[],[]
422526ec-27e9-429a-995b-c686a29561a4,Dump history,credential-access,T1552.003,darwin,['remote.ssh.cmd'],[]
3a27f7828503c255275fa014464fb815,Dump individual process memory with Python (Local),credential-access,T1003.007,darwin,[],[]
2966a5fc825f509f4adff7b855e26574,Dump individual process memory with sh (Local),credential-access,T1003.007,darwin,[],[]
18f31c311ac208802e88ab8d5af8603e,Dump svchost.exe to gather RDP credentials,credential-access,T1003,darwin,[],[]
adbbf2ebad58d40cb7260e0cb42e5093,Dumping LSA Secrets,credential-access,T1003.004,darwin,[],[]
552764b3178c11896543fea2c7117f87,Dylib Injection via DYLD_INSERT_LIBRARIES,multiple,T1574.006,darwin,[],[]
238fac804625c68206069fbec5cbf49c,Dynamic C# Compile,defense-evasion,T1027.004,darwin,[],[]
f97de07a3b9e3b132f7bc42680151d81,Edit UFW firewall main configuration file,defense-evasion,T1562.004,darwin,[],[]
683115a2ceeb045e6ffbf4487322b220,Edit UFW firewall sysctl.conf file,defense-evasion,T1562.004,darwin,[],[]
8a60db80ab6f4a6b1db758c95bacfafa,Edit UFW firewall ufw.conf file,defense-evasion,T1562.004,darwin,[],[]
a1e9351c7799d884d29a5e61712ab58e,Edit UFW firewall user.rules file,defense-evasion,T1562.004,darwin,[],[]
67fe3c9df14ec9c65b9fdeb5fcc62bb6,Edit an existing time provider,multiple,T1547.003,darwin,[],[]
548dc737f7e316338a51a0860bd9a89a,Elevated group enumeration using net group (Domain),discovery,T1069.002,darwin,[],[]
a486bd42396e6e4680f908d4dfa18870,Email Collection with PowerShell Get-Inbox,collection,T1114.001,darwin,[],[]
315cedf1-4a3a-4015-b63f-149d64bacbbc,Emulate Administrator Tasks,execution,T1059.001,darwin,[],[]
ba17b809fd2fd268b61eb9f41d939f98,Enable Guest Account on macOS,multiple,T1078.001,darwin,[],[]
59202d45130d86feab6050a72d2047fc,Enable Guest account with RDP capability and admin privileges,multiple,T1078.001,darwin,[],[]
e643e21318c069d0a576da91650c76fe,Enable Windows Remote Management,lateral-movement,T1021.006,darwin,[],[]
e5b238f98f504894f9c2387cf411022b,Enable root account using dsenableroot utility - MacOS,multiple,T1078.003,darwin,[],[]
